Year,Category,Prize,Prize Share,Laureate ID,LaureateType,FullName,Birth Date,Birth City,BirthCountry,Sex,OrganizationName,Organization City,OrganizationCountry,Death Date,Death City,Death Country,Age
1927,Peace,The Nobel Peace Prize 1927,1/2,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,,,,1941-03-04,Geneva,Switzerland,69
1927,Physics,The Nobel Prize in Physics 1927,1/2,33,Individual,Arthur Holly Compton,1892-09-10,WoosterOH,United States,Male,University of Chicago,ChicagoIL,United States,1962-03-15,BerkeleyCA,United States,35
1927,Physics,The Nobel Prize in Physics 1927,1/2,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959-11-15,Carlops,Scotland,58
1928,Chemistry,The Nobel Prize in Chemistry 1928,1/1,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Male,Goettingen University,Göttingen,Germany,1959-06-09,Göttingen,West Germany,52
1928,Literature,The Nobel Prize in Literature 1928,1/1,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,,,,1949-06-10,Lillehammer,Norway,46
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,1/1,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,,1936-02-28,Tunis,Tunisia,62
1928,Physics,The Nobel Prize in Physics 1928,1/1,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959-02-15,Alton,United Kingdom,49
1929,Chemistry,The Nobel Prize in Chemistry 1929,1/2,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940-06-17,Bourne,United Kingdom,64
1929,Chemistry,The Nobel Prize in Chemistry 1929,1/2,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,1964-11-06,Stockholm,Sweden,56
1929,Literature,The Nobel Prize in Literature 1929,1/1,602,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Male,,,,1955-08-12,Zurich,Switzerland,54
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,1/2,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,1930-11-05,Utrecht,Netherlands,71
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,1/2,320,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1947-05-16,Cambridge,United Kingdom,68
1929,Peace,The Nobel Peace Prize 1929,1/1,494,Individual,Frank Billings Kellogg,1856-12-22,PotsdamNY,United States,Male,,,,1937-12-21,St. PaulMN,United States,73
1929,Physics,The Nobel Prize in Physics 1929,1/1,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,Male,Sorbonne UniversityInstitut Henri Poincaré,Paris,France,1987-03-19,Paris,France,37
1930,Chemistry,The Nobel Prize in Chemistry 1930,1/1,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,1945-03-31,Munich,Germany,49
1930,Literature,The Nobel Prize in Literature 1930,1/1,603,Individual,Sinclair Lewis,1885-02-07,Sauk CentreMN,United States,Male,,,,1951-01-10,Rome,Italy,45
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,1/1,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,New YorkNY,United States,1943-06-26,New YorkNY,United States,62
1930,Peace,The Nobel Peace Prize 1930,1/1,495,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Male,,,,1931-07-12,Uppsala,Sweden,64
1930,Physics,The Nobel Prize in Physics 1930,1/1,37,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,Male,Calcutta University,Calcutta,India,1970-11-21,Bangalore,India,42
1931,Chemistry,The Nobel Prize in Chemistry 1931,1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,University of Heidelberg,Heidelberg,Germany,1940-04-26,Heidelberg,Germany,57
1931,Chemistry,The Nobel Prize in Chemistry 1931,1/2,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,I.G. Farbenindustrie A.G.,Heidelberg,Germany,1940-04-26,Heidelberg,Germany,57
1931,Chemistry,The Nobel Prize in Chemistry 1931,1/2,190,Individual,Friedrich Bergius,1884-10-11,Goldschmiedennear Breslau,Poland,Male,University of Heidelberg,Heidelberg,Germany,1949-03-30,Buenos Aires,Argentina,47
1931,Chemistry,The Nobel Prize in Chemistry 1931,1/2,190,Individual,Friedrich Bergius,1884-10-11,Goldschmiedennear Breslau,Poland,Male,I.G. Farbenindustrie A.G.,Mannheim-Rheinau,Germany,1949-03-30,Buenos Aires,Argentina,47
1931,Literature,The Nobel Prize in Literature 1931,1/1,604,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Male,,,,1931-04-08,Stockholm,Sweden,67
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,1/1,322,Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1970-08-01,West Berlin,West Germany,48
1931,Peace,The Nobel Peace Prize 1931,1/2,496,Individual,Jane Addams,1860-09-06,CedarvilleIL,United States,Female,,,,1935-05-21,ChicagoIL,United States,71
1931,Peace,The Nobel Peace Prize 1931,1/2,497,Individual,Nicholas Murray Butler,1862-04-02,ElizabethNJ,United States,Male,Columbia University,New YorkNY,United States,1947-12-07,New YorkNY,United States,69
1932,Chemistry,The Nobel Prize in Chemistry 1932,1/1,191,Individual,Irving Langmuir,1881-01-31,BrooklynNY,United States,Male,General Electric Company,SchenectadyNY,United States,1957-08-16,FalmouthMA,United States,51
1932,Literature,The Nobel Prize in Literature 1932,1/1,605,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,Male,,,,1933-01-31,London,United Kingdom,65
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,1/2,323,Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1952-03-04,Eastbourne,United Kingdom,75
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,1/2,324,Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1977-08-08,Cambridge,United Kingdom,43
1932,Physics,The Nobel Prize in Physics 1932,1/1,38,Individual,Werner Karl Heisenberg,1901-12-05,Würzburg,Germany,Male,Leipzig University,Leipzig,Germany,1976-02-01,Munich,West Germany,31
1933,Literature,The Nobel Prize in Literature 1933,1/1,606,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Male,,,,1953-11-08,Paris,France,63
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,1/1,325,Individual,Thomas Hunt Morgan,1866-09-25,LexingtonKY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1945-12-04,PasadenaCA,United States,67
1933,Peace,The Nobel Peace Prize 1933,1/1,498,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,Male,,,,1967-10-07,Croydon,United Kingdom,61
1933,Physics,The Nobel Prize in Physics 1933,1/2,39,Individual,Erwin Schrödinger,1887-08-12,Vienna,Austria,Male,Berlin University,Berlin,Germany,1961-01-04,Vienna,Austria,46
1933,Physics,The Nobel Prize in Physics 1933,1/2,40,Individual,Paul Adrien Maurice Dirac,1902-08-08,Bristol,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1984-10-20,TallahasseeFL,United States,31
1934,Chemistry,The Nobel Prize in Chemistry 1934,1/1,192,Individual,Harold Clayton Urey,1893-04-29,WalkertonIN,United States,Male,Columbia University,New YorkNY,United States,1981-01-05,La JollaCA,United States,41
1934,Literature,The Nobel Prize in Literature 1934,1/1,607,Individual,Luigi Pirandello,1867-06-28,AgrigentoSicily,Italy,Male,,,,1936-12-10,Rome,Italy,67
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,326,Individual,George Hoyt Whipple,1878-08-28,AshlandNH,United States,Male,University of Rochester,RochesterNY,United States,1976-02-01,RochesterNY,United States,56
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,327,Individual,George Richards Minot,1885-12-02,BostonMA,United States,Male,Harvard University,CambridgeMA,United States,1950-02-25,BrooklineMA,United States,49
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,328,Individual,William Parry Murphy,1892-02-06,StoughtonWI,United States,Male,Harvard University,CambridgeMA,United States,1987-10-09,BrooklineMA,United States,42
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,1/3,328,Individual,William Parry Murphy,1892-02-06,StoughtonWI,United States,Male,Peter Brent Brigham Hospital,BostonMA,United States,1987-10-09,BrooklineMA,United States,42
1934,Peace,The Nobel Peace Prize 1934,1/1,499,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,Male,,,,1935-10-20,London,United Kingdom,71
1935,Chemistry,The Nobel Prize in Chemistry 1935,1/2,193,Individual,Frédéric Joliot,1900-03-19,Paris,France,Male,Institut du Radium,Paris,France,1958-08-14,Paris,France,35
1935,Chemistry,The Nobel Prize in Chemistry 1935,1/2,194,Individual,Irène Joliot-Curie,1897-09-12,Paris,France,Female,Institut du Radium,Paris,France,1956-03-17,Paris,France,38
1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,1/1,329,Individual,Hans Spemann,1869-06-27,Stuttgart,W&uuml;rttemberg (Germany),Male,University of Freiburg im Breisgau,Breisgau,Germany,1941-09-12,Freiburg im Breisgau,Germany,66;
1935,Peace,The Nobel Peace Prize 1935,1/1,500,Individual,Carl von Ossietzky,1889-10-03,Hamburg,Germany,Male,,,,1938-05-04,Berlin,Germany,46
1935,Physics,The Nobel Prize in Physics 1935,1/1,41,Individual,James Chadwick,1891-10-20,Manchester,United Kingdom,Male,Liverpool University,Liverpool,United Kingdom,1974-07-24,Cambridge,United Kingdom,44
1936,Chemistry,The Nobel Prize in Chemistry 1936,1/1,195,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,Maastricht,Netherlands,Male,Berlin University,Berlin,Germany,1966-11-02,IthacaNY,United States,52
1936,Chemistry,The Nobel Prize in Chemistry 1936,1/1,195,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,Maastricht,Netherlands,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1966-11-02,IthacaNY,United States,52
1936,Literature,The Nobel Prize in Literature 1936,1/1,608,Individual,Eugene Gladstone O'Neill,1888-10-16,New YorkNY,United States,Male,,,,1953-11-27,BostonMA,United States,48
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,1/2,330,Individual,Sir Henry Hallett Dale,1875-06-09,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom,1968-07-23,Cambridge,United Kingdom,61
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,1/2,331,Individual,Otto Loewi,1873-06-03,Frankfurt-on-the-Main,Germany,Male,Graz University,Graz,Austria,1961-12-25,New YorkNY,United States,63
1936,Peace,The Nobel Peace Prize 1936,1/1,501,Individual,Carlos Saavedra Lamas,1878-11-01,Buenos Aires,Argentina,Male,,,,1959-05-05,Buenos Aires,Argentina,58
1936,Physics,The Nobel Prize in Physics 1936,1/2,42,Individual,Victor Franz Hess,1883-06-24,Peggau,Austria,Male,Innsbruck University,Innsbruck,Austria,1964-12-17,Mount VernoNY,United States,53
1936,Physics,The Nobel Prize in Physics 1936,1/2,43,Individual,Carl David Anderson,1905-09-03,New YorkNY,United States,Male,California Institute of Technology (Caltech),PasadenaCA,United States,1991-01-11,San MarinoCA,United States,31
1937,Chemistry,The Nobel Prize in Chemistry 1937,1/2,196,Individual,Walter Norman Haworth,1883-03-19,Chorley,United Kingdom,Male,Birmingham University,Birmingham,United Kingdom,1950-03-19,Birmingham,United Kingdom,54
1937,Chemistry,The Nobel Prize in Chemistry 1937,1/2,197,Individual,Paul Karrer,1889-04-21,Moscow,Russia,Male,University of Zurich,Zurich,Switzerland,1971-06-18,Zurich,Switzerland,48
1937,Literature,The Nobel Prize in Literature 1937,1/1,609,Individual,Roger Martin du Gard,1881-03-23,Neuilly-sur-Seine,France,Male,,,,1958-08-22,Bellême,France,56
1937,Medicine,The Nobel Prize in Physiology or Medicine 1937,1/1,332,Individual,Albert von Szent-Györgyi Nagyrápolt,1893-09-16,Budapest,Austria-Hungary (Hungary),Male,Szeged University,Szeged,Hungary,1986-10-22,Woods HoleMA,United States,44
1937,Peace,The Nobel Peace Prize 1937,1/1,502,Individual,Cecil of ChelwoodViscount (Lord Edgar Algernon Robert Gascoyne Cecil),1864-09-14,London,United Kingdom,Male,,,,1958-11-24,Tunbridge Wells,United Kingdom,73
1937,Physics,The Nobel Prize in Physics 1937,1/2,44,Individual,Clinton Joseph Davisson,1881-10-22,BloomingtonIL,United States,Male,Bell Telephone Laboratories,New YorkNY,United States,1958-02-01,CharlottesvilleVA,United States,56
1937,Physics,The Nobel Prize in Physics 1937,1/2,45,Individual,George Paget Thomson,1892-05-03,Cambridge,United Kingdom,Male,London University,London,United Kingdom,1975-09-10,Cambridge,United Kingdom,45
1938,Chemistry,The Nobel Prize in Chemistry 1938,1/1,198,Individual,Richard Kuhn,1900-12-03,Vienna,Austria-Hungary (Austria),Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Medizinische Forschung,Heidelberg,Germany,1967-07-31,Heidelberg,West Germany,38
1938,Chemistry,The Nobel Prize in Chemistry 1938,1/1,198,Individual,Richard Kuhn,1900-12-03,Vienna,Austria-Hungary (Austria),Male,University of Heidelberg,Heidelberg,Germany,1967-07-31,Heidelberg,West Germany,38
1938,Literature,The Nobel Prize in Literature 1938,1/1,610,Individual,Pearl Buck,1892-06-26,HillsboroWV,United States,Female,,,,1973-03-06,DanbyVT,United States,46
1938,Medicine,The Nobel Prize in Physiology or Medicine 1938,1/1,333,Individual,Corneille Jean François Heymans,1892-03-28,Ghent,Belgium,Male,Ghent University,Ghent,Belgium,1968-07-18,Knokke,Belgium,46
1938,Peace,The Nobel Peace Prize 1938,1/1,503,Organization,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),,,,,,,,,,,#VALUE!
1938,Physics,The Nobel Prize in Physics 1938,1/1,46,Individual,Enrico Fermi,1901-09-29,Rome,Italy,Male,Rome University,Rome,Italy,1954-11-28,ChicagoIL,United States,37
1939,Chemistry,The Nobel Prize in Chemistry 1939,1/2,199,Individual,Adolf Friedrich Johann Butenandt,1903-03-24,Bremerhaven-Lehe,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biochemie,Berlin-Dahlem,Germany,1995-01-18,Munich,Germany,36
1939,Chemistry,The Nobel Prize in Chemistry 1939,1/2,199,Individual,Adolf Friedrich Johann Butenandt,1903-03-24,Bremerhaven-Lehe,Germany,Male,Berlin University,Berlin,Germany,1995-01-18,Munich,Germany,36
1939,Chemistry,The Nobel Prize in Chemistry 1939,1/2,200,Individual,Leopold Ruzicka,1887-09-13,Vukovar,Austria-Hungary (Croatia),Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,1976-09-26,Zurich,Switzerland,52
1939,Literature,The Nobel Prize in Literature 1939,1/1,613,Individual,Frans Eemil Sillanpää,1888-09-16,Hämeenkyrö,Finland,Male,,,,1964-06-03,Helsinki,Finland,51
1939,Medicine,The Nobel Prize in Physiology or Medicine 1939,1/1,334,Individual,Gerhard Domagk,1895-10-30,Lagow,Poland,Male,Munster University,Munster,Germany,1964-04-24,Burgberg,West Germany,44
1939,Physics,The Nobel Prize in Physics 1939,1/1,47,Individual,Ernest Orlando Lawrence,1901-08-08,CantonSD,United States,Male,University of California,BerkeleyCA,United States,1958-08-27,Palo AltoCA,United States,38
1943,Chemistry,The Nobel Prize in Chemistry 1943,1/1,201,Individual,George de Hevesy,1885-08-01,Budapest,Austria-Hungary (Hungary),Male,Stockholm University,Stockholm,Sweden,1966-07-05,Freiburg im Breisgau,West Germany,58
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,1/2,335,Individual,Henrik Carl Peter Dam,1895-02-21,Copenhagen,Denmark,Male,Polytechnic Institute,Copenhagen,Denmark,1976-04-17,Copenhagen,Denmark,48
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,1/2,336,Individual,Edward Adelbert Doisy,1893-11-13,HumeIL,United States,Male,Saint Louis University,St. LouisMO,United States,1986-10-23,St. LouisMO,United States,50
1943,Physics,The Nobel Prize in Physics 1943,1/1,48,Individual,Otto Stern,1888-02-17,Sorau (Zory),Poland,Male,Carnegie Institute of Technology,PittsburghPA,United States,1969-08-17,BerkeleyCA,United States,55
1944,Chemistry,The Nobel Prize in Chemistry 1944,1/1,202,Individual,Otto Hahn,1879-03-08,Frankfurt-on-the-Main,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,1968-07-28,Göttingen,West Germany,65
1944,Literature,The Nobel Prize in Literature 1944,1/1,614,Individual,Johannes Vilhelm Jensen,1873-01-20,Farsø,Denmark,Male,,,,1950-11-25,Copenhagen,Denmark,71
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,1/2,337,Individual,Joseph Erlanger,1874-01-05,San FranciscoCA,United States,Male,Washington University,St. LouisMO,United States,1965-12-05,St. LouisMO,United States,70
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,1/2,338,Individual,Herbert Spencer Gasser,1888-07-05,PlattevilleWI,United States,Male,Rockefeller Institute for Medical Research,New YorkNY,United States,1963-05-11,New YorkNY,United States,56
1944,Peace,The Nobel Peace Prize 1944,1/1,482,Organization,Comité international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,,#VALUE!
1944,Physics,The Nobel Prize in Physics 1944,1/1,49,Individual,Isidor Isaac Rabi,1898-07-29,Rymanow,Austria-Hungary (Poland),Male,Columbia University,New YorkNY,United States,1988-01-11,New YorkNY,United States,46
1945,Chemistry,The Nobel Prize in Chemistry 1945,1/1,203,Individual,Artturi Ilmari Virtanen,1895-01-15,Helsinki,Finland,Male,University of Helsinki,Helsinki,Finland,1973-11-11,Helsinki,Finland,50
1945,Literature,The Nobel Prize in Literature 1945,1/1,615,Individual,Gabriela Mistral,1889-04-07,Vicuña,Chile,Female,,,,1957-01-10,HempsteadNY,United States,56
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,339,Individual,Sir Alexander Fleming,1881-08-06,Lochfield,Scotland,Male,London University,London,United Kingdom,1955-03-11,London,United Kingdom,64
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,340,Individual,Ernst Boris Chain,1906-06-19,Berlin,Germany,Male,University of Oxford,Oxford,United Kingdom,1979-08-12,Mulrany,Ireland,39
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,1/3,341,Individual,Sir Howard Walter Florey,1898-09-24,Adelaide,Australia,Male,University of Oxford,Oxford,United Kingdom,1968-02-21,Oxford,United Kingdom,47
1945,Peace,The Nobel Peace Prize 1945,1/1,505,Individual,Cordell Hull,1871-10-02,OlympusTN,United States,Male,,,,1955-07-23,BethesdaMD,United States,74
1945,Physics,The Nobel Prize in Physics 1945,1/1,50,Individual,Wolfgang Pauli,1900-04-25,Vienna,Austria,Male,Princeton University,PrincetonNJ,United States,1958-12-15,Zurich,Switzerland,45
1946,Chemistry,The Nobel Prize in Chemistry 1946,1/2,204,Individual,James Batcheller Sumner,1887-11-19,CantonMA,United States,Male,Cornell University,IthacaNY,United States,1955-08-12,BuffaloNY,United States,59
1946,Chemistry,The Nobel Prize in Chemistry 1946,1/4,205,Individual,John Howard Northrop,1891-07-05,YonkersNY,United States,Male,Rockefeller Institute for Medical Research,PrincetonNJ,United States,1987-05-27,WickenbergAZ,United States,55
1946,Chemistry,The Nobel Prize in Chemistry 1946,1/4,206,Individual,Wendell Meredith Stanley,1904-08-16,RidgevilleIN,United States,Male,Rockefeller Institute for Medical Research,PrincetonNJ,United States,1971-06-15,Salamanca,Spain,42
